,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
45,s64v656n,1cafb8587a42557c4f96ed28b2dc5717ff54d20d,PMC,"Injection drug use and HIV/AIDS in China: Review of current situation, prevention and policy implications",10.1186/1477-7517-3-4,PMC1402269,16451717,cc-by,"Illicit drug abuse and HIV/AIDS have increased rapidly in the past 10 to 20 years in China. This paper reviews drug abuse in China, the HIV/AIDS epidemic and its association with injection drug use (IDU), and Chinese policies on illicit drug abuse and prevention of HIV/AIDS based on published literature and unpublished official data. As a major drug trans-shipment country with source drugs from the ""Golden Triangle"" and ""Gold Crescent"" areas in Asia, China has also become an increasingly important drug consuming market. About half of China's 1.14 million documented drug users inject, and many share needles. IDU has contributed to 42% of cumulatively reported HIV/AIDS cases thus far. Drug trafficking is illegal in China and can lead to the death penalty. The public security departments adopt ""zero tolerance"" approach to drug use, which conflict with harm reduction policies of the public health departments. Past experience in China suggests that cracking down on drug smuggling and prohibiting drug use alone can not prevent or solve all illicit drug related problems in the era of globalization. In recent years, the central government has outlined a series of pragmatic policies to encourage harm reduction programs; meanwhile, some local governments have not fully mobilized to deal with drug abuse and HIV/AIDS problems seriously. Strengthening government leadership at both central and local levels; scaling up methadone substitution and needle exchange programs; making HIV voluntary counseling and testing available and affordable to both urban and rural drug users; and increasing utilization of outreach and nongovernmental organizations are offered as additional strategies to help cope with China's HIV and drug abuse problem.",2006-02-01,"Qian, Han-Zhu; Schumacher, Joseph E; Chen, Huey T; Ruan, Yu-Hua",Harm Reduct J,,,,document_parses/pdf_json/1cafb8587a42557c4f96ed28b2dc5717ff54d20d.json,document_parses/pmc_json/PMC1402269.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1402269/,
46,oluq7v0h,ccc36b04ad5c71de61967624f7f739e868d7c0a5,PMC,Development of a humanized monoclonal antibody with therapeutic potential against West Nile virus,10.1038/nm1240,PMC1458527,15852016,no-cc,"Neutralization of West Nile virus (WNV) in vivo correlates with the development of an antibody response against the viral envelope (E) protein. Using random mutagenesis and yeast surface display, we defined individual contact residues of 14 newly generated monoclonal antibodies against domain III of the WNV E protein. Monoclonal antibodies that strongly neutralized WNV localized to a surface patch on the lateral face of domain III. Convalescent antibodies from individuals who had recovered from WNV infection also detected this epitope. One monoclonal antibody, E16, neutralized 10 different strains in vitro, and showed therapeutic efficacy in mice, even when administered as a single dose 5 d after infection. A humanized version of E16 was generated that retained antigen specificity, avidity and neutralizing activity. In postexposure therapeutic trials in mice, a single dose of humanized E16 protected mice against WNV-induced mortality, and may therefore be a viable treatment option against WNV infection in humans. SUPPLEMENTARY INFORMATION: The online version of this article (doi:10.1038/nm1240) contains supplementary material, which is available to authorized users.",2005-04-24,"Oliphant, Theodore; Engle, Michael; Nybakken, Grant E; Doane, Chris; Johnson, Syd; Huang, Ling; Gorlatov, Sergey; Mehlhop, Erin; Marri, Anantha; Chung, Kyung Min; Ebel, Gregory D; Kramer, Laura D; Fremont, Daved H; Diamond, Michael S",Nat Med,,,,document_parses/pdf_json/ccc36b04ad5c71de61967624f7f739e868d7c0a5.json,document_parses/pmc_json/PMC1458527.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1458527/,
47,tw6wusxe,c8213638a9602d46f2f7ff6ba62b0df69beb0001,PMC,Local public health workers' perceptions toward responding to an influenza pandemic,10.1186/1471-2458-6-99,PMC1459127,16620372,cc-by,"BACKGROUND: Current national preparedness plans require local health departments to play an integral role in responding to an influenza pandemic, a major public health threat that the World Health Organization has described as ""inevitable and possibly imminent"". To understand local public health workers' perceptions toward pandemic influenza response, we surveyed 308 employees at three health departments in Maryland from March – July 2005, on factors that may influence their ability and willingness to report to duty in such an event. RESULTS: The data suggest that nearly half of the local health department workers are likely not to report to duty during a pandemic. The stated likelihood of reporting to duty was significantly greater for clinical (Multivariate OR: 2.5; CI 1.3–4.7) than technical and support staff, and perception of the importance of one's role in the agency's overall response was the single most influential factor associated with willingness to report (Multivariate OR: 9.5; CI 4.6–19.9). CONCLUSION: The perceived risk among public health workers was shown to be associated with several factors peripheral to the actual hazard of this event. These risk perception modifiers and the knowledge gaps identified serve as barriers to pandemic influenza response and must be specifically addressed to enable effective local public health response to this significant threat.",2006-04-18,"Balicer, Ran D; Omer, Saad B; Barnett, Daniel J; Everly, George S",BMC Public Health,,,,document_parses/pdf_json/c8213638a9602d46f2f7ff6ba62b0df69beb0001.json,document_parses/pmc_json/PMC1459127.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1459127/,
48,58czem0j,a1b6c2b3b808e995697f94d9676d5d5c85180177,PMC,On pandemics and the duty to care: whose duty? who cares?,10.1186/1472-6939-7-5,PMC1459179,16626488,cc-by,"BACKGROUND: As a number of commentators have noted, SARS exposed the vulnerabilities of our health care systems and governance structures. Health care professionals (HCPs) and hospital systems that bore the brunt of the SARS outbreak continue to struggle with the aftermath of the crisis. Indeed, HCPs – both in clinical care and in public health – were severely tested by SARS. Unprecedented demands were placed on their skills and expertise, and their personal commitment to their profession was severely tried. Many were exposed to serious risk of morbidity and mortality, as evidenced by the World Health Organization figures showing that approximately 30% of reported cases were among HCPs, some of whom died from the infection. Despite this challenge, professional codes of ethics are silent on the issue of duty to care during communicable disease outbreaks, thus providing no guidance on what is expected of HCPs or how they ought to approach their duty to care in the face of risk. DISCUSSION: In the aftermath of SARS and with the spectre of a pandemic avian influenza, it is imperative that we (re)consider the obligations of HCPs for patients with severe infectious diseases, particularly diseases that pose risks to those providing care. It is of pressing importance that organizations representing HCPs give clear indication of what standard of care is expected of their members in the event of a pandemic. In this paper, we address the issue of special obligations of HCPs during an infectious disease outbreak. We argue that there is a pressing need to clarify the rights and responsibilities of HCPs in the current context of pandemic flu preparedness, and that these rights and responsibilities ought to be codified in professional codes of ethics. Finally, we present a brief historical accounting of the treatment of the duty to care in professional health care codes of ethics. SUMMARY: An honest and critical examination of the role of HCPs during communicable disease outbreaks is needed in order to provide guidelines regarding professional rights and responsibilities, as well as ethical duties and obligations. With this paper, we hope to open the social dialogue and advance the public debate on this increasingly urgent issue.",2006-04-20,"Ruderman, Carly; Tracy, C Shawn; Bensimon, Cécile M; Bernstein, Mark; Hawryluck, Laura; Shaul, Randi Zlotnik; Upshur, Ross EG",BMC Med Ethics,,,,document_parses/pdf_json/a1b6c2b3b808e995697f94d9676d5d5c85180177.json,document_parses/pmc_json/PMC1459179.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1459179/,
49,x7wg7e9s,e7f311d3c752063f75f28de85abd5f82eacab413,PMC,Epicatechins Purified from Green Tea (Camellia sinensis) Differentially Suppress Growth of Gender-Dependent Human Cancer Cell Lines,10.1093/ecam/nel003,PMC1475929,16786054,no-cc,"The anticancer potential of catechins derived from green tea is not well understood, in part because catechin-related growth suppression and/or apoptosis appears to vary with the type and stage of malignancy as well as with the type of catechin. This in vitro study examined the biological effects of epicatechin (EC), epigallocatechin (EGC), EC 3-gallate (ECG) and EGC 3-gallate (EGCG) in cell lines from human gender-specific cancers. Cell lines developed from organ-confined (HH870) and metastatic (DU145) prostate cancer, and from moderately (HH450) and poorly differentiated (HH639) epithelial ovarian cancer were grown with or without EC, EGC, ECG or EGCG. When untreated cells reached confluency, viability and doubling time were measured for treated and untreated cells. Whereas EC treatment reduced proliferation of HH639 cells by 50%, EGCG suppressed proliferation of all cell lines by 50%. ECG was even more potent: it inhibited DU145, HH870, HH450 and HH639 cells at concentrations of 24, 27, 29 and 30 µM, whereas EGCG inhibited DU145, HH870, HH450 and HH639 cells at concentrations 89, 45, 62 and 42 µM. When compared with EGCG, ECG more effectively suppresses the growth of prostate cancer and epithelial ovarian cancer cell lines derived from tumors of patients with different stages of disease.",2006-04-25,"Ravindranath, Mepur H.; Saravanan, Thiruverkadu S.; Monteclaro, Clarence C.; Presser, Naftali; Ye, Xing; Selvan, Senthamil R.; Brosman, Stanley",Evid Based Complement Alternat Med,,,,document_parses/pdf_json/e7f311d3c752063f75f28de85abd5f82eacab413.json,document_parses/pmc_json/PMC1475929.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1475929/,
50,utglk4af,babad3896fca8ed7c89d9b785c08e7c42a48a6a2,PMC,Markers of exacerbation severity in chronic obstructive pulmonary disease,10.1186/1465-9921-7-74,PMC1481583,16686949,cc-by,"BACKGROUND: Patients with chronic obstructive pulmonary disease (COPD) can experience 'exacerbations' of their conditions. An exacerbation is an event defined in terms of subjective descriptors or symptoms, namely dyspnoea, cough and sputum that worsen sufficiently to warrant a change in medical management. There is a need for reliable markers that reflect the pathological mechanisms that underlie exacerbation severity and that can be used as a surrogate to assess treatment effects in clinical studies. Little is known as to how existing study variables and suggested markers change in both the stable and exacerbation phases of COPD. In an attempt to find the best surrogates for exacerbations, we have reviewed the literature to identify which of these markers change in a consistent manner with the severity of the exacerbation event. METHODS: We have searched standard databases between 1966 to July 2004 using major keywords and terms. Studies that provided demographics, spirometry, potential markers, and clear eligibility criteria were included in this study. Central tendencies and dispersions for all the variables and markers reported and collected by us were first tabulated according to sample size and ATS/ERS 2004 Exacerbation Severity Levels I to III criteria. Due to the possible similarity of patients in Levels II and III, the data was also redefined into categories of exacerbations, namely out-patient (Level I) and in-patient (Levels II & III combined). For both approaches, we performed a fixed effect meta-analysis on each of the reported variables. RESULTS: We included a total of 268 studies reported between 1979 to July 2004. These studies investigated 142,407 patients with COPD. Arterial carbon dioxide tension and breathing rate were statistically different between all levels of exacerbation severity and between in out- and in-patient settings. Most other measures showed weak relationships with either level or setting, or they had insufficient data to permit meta-analysis. CONCLUSION: Arterial carbon dioxide and breathing rate varied in a consistent manner with exacerbation severity and patient setting. Many other measures showed weak correlations that should be further explored in future longitudinal studies or assessed using suggested mathematical modelling techniques.",2006-05-10,"Franciosi, Luigi G; Page, Clive P; Celli, Bartolome R; Cazzola, Mario; Walker, Michael J; Danhof, Meindert; Rabe, Klaus F; Pasqua, Oscar E Della",Respir Res,,,,document_parses/pdf_json/babad3896fca8ed7c89d9b785c08e7c42a48a6a2.json,document_parses/pmc_json/PMC1481583.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1481583/,
51,i5fcedbo,,PMC,Scientific Abstracts,10.1111/j.1525-1497.2006.00469.x,PMC1484878,17703327,no-cc,,2006-04-01,,J Gen Intern Med,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1484878/,
52,bjjft7ut,,PMC,"Society of General Internal Medicine: 28th Annual Meeting New Orleans, LA May 11–14, 2005: Out of Chaos: The Critical Role of Generalists, ABSTRACTS OF SUBMISSIONS ACCEPTED FOR PRESENTATIOIN",10.1111/j.1525-1497.2005.020s1.x,PMC1490295,15842728,no-cc,,2005-04-01,,J Gen Intern Med,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1490295/,
53,urk7fe34,,PMC,CLINICAL VIGNETTES,10.1111/j.1525-1497.2004.s1006_1.x,PMC1492602,15107043,no-cc,,2004-04-01,,J Gen Intern Med,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1492602/,
54,1a3sy8ja,a037a1a6fe76f1c43e33a639231b9874cb655f88,PMC,CLINICAL VIGNETTES,10.1046/j.1525-1497.18.s1.20.x,PMC1494988,12753119,no-cc,,2003-04-01,,J Gen Intern Med,,,,document_parses/pdf_json/a037a1a6fe76f1c43e33a639231b9874cb655f88.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1494988/,
55,u09rn09u,,PMC,ABSTRACTS,10.1046/j.1525-1497.17.s1.9.x,PMC1495151,11972737,no-cc,,2002-04-01,,J Gen Intern Med,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1495151/,
56,kvztcwu2,38c0691ee76fb1e6642b4b33ade445bcbb0e1424,PMC,Clinical Vignettes,10.1046/j.1525-1497.2001.0160s1023.x,PMC1495316,11357836,no-cc,,2001-04-01,,J Gen Intern Med,,,,document_parses/pdf_json/38c0691ee76fb1e6642b4b33ade445bcbb0e1424.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1495316/,
57,9r62ffew,4db3931c4b24ae432d68b7e24f593b1272445523,PMC,Differentially profiling the low-expression transcriptomes of human hepatoma using a novel SSH/microarray approach,10.1186/1471-2164-7-131,PMC1522022,16737534,cc-by,"BACKGROUND: The main limitation in performing genome-wide gene-expression profiling is the assay of low-expression genes. Approaches with high throughput and high sensitivity for assaying low-expression transcripts are urgently needed for functional genomic studies. Combination of the suppressive subtractive hybridization (SSH) and cDNA microarray techniques using the subtracted cDNA clones as probes printed on chips has greatly improved the efficiency for fishing out the differentially expressed clones and has been used before. However, it remains tedious and inefficient sequencing works for identifying genes including the great number of redundancy in the subtracted amplicons, and sacrifices the original advantages of high sensitivity of SSH in profiling low-expression transcriptomes. RESULTS: We modified the previous combination of SSH and microarray methods by directly using the subtracted amplicons as targets to hybridize the pre-made cDNA microarrays (named as ""SSH/microarray""). mRNA prepared from three pairs of hepatoma and non-hepatoma liver tissues was subjected to the SSH/microarray assays, as well as directly to regular cDNA microarray assays for comparison. As compared to the original SSH and microarray combination assays, the modified SSH/microarray assays allowed for much easier inspection of the subtraction efficiency and identification of genes in the subtracted amplicons without tedious and inefficient sequencing work. On the other hand, 5015 of the 9376 genes originally filtered out by the regular cDNA microarray assays because of low expression became analyzable by the SSH/microarray assays. Moreover, the SSH/microarray assays detected about ten times more (701 vs. 69) HCC differentially expressed genes (at least a two-fold difference and P < 0.01), particularly for those with rare transcripts, than did the regular cDNA microarray assays. The differential expression was validated in 9 randomly selected genes in 18 pairs of hepatoma/non-hepatoma liver tissues using quantitative RT-PCR. The SSH/microarray approaches resulted in identifying many differentially expressed genes implicated in the regulation of cell cycle, cell death, signal transduction and cell morphogenesis, suggesting the involvement of multi-biological processes in hepato-carcinogenesis. CONCLUSION: The modified SSH/microarray approach is a simple but high-sensitive and high-efficient tool for differentially profiling the low-expression transcriptomes. It is most adequate for applying to functional genomic studies.",2006-05-31,"Pan, Yi-Shin; Lee, Yun-Shien; Lee, Yung-Lin; Lee, Wei-Chen; Hsieh, Sen-Yung",BMC Genomics,,,,document_parses/pdf_json/4db3931c4b24ae432d68b7e24f593b1272445523.json,document_parses/pmc_json/PMC1522022.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1522022/,
58,d3cko4j2,40500cd7ae5b4e116e8b13e5408e7dfd96d43ab4,PMC,"From Functional Genomics to Functional Immunomics: New Challenges, Old Problems, Big Rewards",10.1371/journal.pcbi.0020081,PMC1523295,16863395,cc-by,"The development of DNA microarray technology a decade ago led to the establishment of functional genomics as one of the most active and successful scientific disciplines today. With the ongoing development of immunomic microarray technology—a spatially addressable, large-scale technology for measurement of specific immunological response—the new challenge of functional immunomics is emerging, which bears similarities to but is also significantly different from functional genomics. Immunonic data has been successfully used to identify biological markers involved in autoimmune diseases, allergies, viral infections such as human immunodeficiency virus (HIV), influenza, diabetes, and responses to cancer vaccines. This review intends to provide a coherent vision of this nascent scientific field, and speculate on future research directions. We discuss at some length issues such as epitope prediction, immunomic microarray technology and its applications, and computation and statistical challenges related to functional immunomics. Based on the recent discovery of regulation mechanisms in T cell responses, we envision the use of immunomic microarrays as a tool for advances in systems biology of cellular immune responses, by means of immunomic regulatory network models.",2006-07-28,"Braga-Neto, Ulisses M; Marques, Ernesto T. A",PLoS Comput Biol,,,,document_parses/pdf_json/40500cd7ae5b4e116e8b13e5408e7dfd96d43ab4.json,document_parses/pmc_json/PMC1523295.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1523295/,
59,hwlvk68z,0dcf7336a3569d4103dc5be47ddd6b583dea98f0,PMC,Transmission patterns of smallpox: systematic review of natural outbreaks in Europe and North America since World War II,10.1186/1471-2458-6-126,PMC1525174,16677388,cc-by,"BACKGROUND: Because smallpox (variola major) may be used as a biological weapon, we reviewed outbreaks in post-World War II Europe and North America in order to understand smallpox transmission patterns. METHODS: A systematic review was used to identify papers from the National Library of Medicine, Embase, Biosis, Cochrane Library, Defense Technical Information Center, WorldCat, and reference lists of included publications. Two authors reviewed selected papers for smallpox outbreaks. RESULTS: 51 relevant outbreaks were identified from 1,389 publications. The median for the effective first generation reproduction rate (initial R) was 2 (range 0–38). The majority outbreaks were small (less than 5 cases) and contained within one generation. Outbreaks with few hospitalized patients had low initial R values (median of 1) and were prolonged if not initially recognized (median of 3 generations); outbreaks with mostly hospitalized patients had higher initial R values (median 12) and were shorter (median of 3 generations). Index cases with an atypical presentation of smallpox were less likely to have been diagnosed with smallpox; outbreaks in which the index case was not correctly diagnosed were larger (median of 27.5 cases) and longer (median of 3 generations) compared to outbreaks in which the index case was correctly diagnosed (median of 3 cases and 1 generation). CONCLUSION: Patterns of spread during Smallpox outbreaks varied with circumstances, but early detection and implementation of control measures is a most important influence on the magnitude of outbreaks. The majority of outbreaks studied in Europe and North America were controlled within a few generations if detected early.",2006-05-05,"Bhatnagar, Vibha; Stoto, Michael A; Morton, Sally C; Boer, Rob; Bozzette, Samuel A",BMC Public Health,,,,document_parses/pdf_json/0dcf7336a3569d4103dc5be47ddd6b583dea98f0.json,document_parses/pmc_json/PMC1525174.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1525174/,
60,w5fxen70,6cfcbd2a102a3666d0d168f9bdaba0b2107fc8bd,PMC,Reliability of case definitions for public health surveillance assessed by Round-Robin test methodology,10.1186/1471-2458-6-129,PMC1538585,16686946,cc-by,"BACKGROUND: Case definitions have been recognized to be important elements of public health surveillance systems. They are to assure comparability and consistency of surveillance data and have crucial impact on the sensitivity and the positive predictive value of a surveillance system. The reliability of case definitions has rarely been investigated systematically. METHODS: We conducted a Round-Robin test by asking all 425 local health departments (LHD) and the 16 state health departments (SHD) in Germany to classify a selection of 68 case examples using case definitions. By multivariate analysis we investigated factors linked to classification agreement with a gold standard, which was defined by an expert panel. RESULTS: A total of 7870 classifications were done by 396 LHD (93%) and all SHD. Reporting sensitivity was 90.0%, positive predictive value 76.6%. Polio case examples had the lowest reporting precision, salmonellosis case examples the highest (OR = 0.008; CI: 0.005–0.013). Case definitions with a check-list format of clinical criteria resulted in higher reporting precision than case definitions with a narrative description (OR = 3.08; CI: 2.47–3.83). Reporting precision was higher among SHD compared to LHD (OR = 1.52; CI: 1.14–2.02). CONCLUSION: Our findings led to a systematic revision of the German case definitions and build the basis for general recommendations for the creation of case definitions. These include, among others, that testable yes/no criteria in a check-list format is likely to improve reliability, and that software used for data transmission should be designed in strict accordance with the case definitions. The findings of this study are largely applicable to case definitions in many other countries or international networks as they share the same structural and editorial characteristics of the case definitions evaluated in this study before their revision.",2006-05-10,"Krause, Gérard; Brodhun, Bonita; Altmann, Doris; Claus, Hermann; Benzler, Justus",BMC Public Health,,,,document_parses/pdf_json/6cfcbd2a102a3666d0d168f9bdaba0b2107fc8bd.json,document_parses/pmc_json/PMC1538585.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1538585/,
61,mq6bterc,575e5af469e1a43638c3dac9fdafda882fbe9d7a,PMC,Ventilator associated pneumonia and infection control,10.1186/1476-0711-5-7,PMC1540438,16600048,cc-by,"Ventilator associated pneumonia (VAP) is the leading cause of morbidity and mortality in intensive care units. The incidence of VAP varies from 7% to 70% in different studies and the mortality rates are 20–75% according to the study population. Aspiration of colonized pathogenic microorganisms on the oropharynx and gastrointestinal tract is the main route for the development of VAP. On the other hand, the major risk factor for VAP is intubation and the duration of mechanical ventilation. Diagnosis remains difficult, and studies showed the importance of early initiation of appropriate antibiotic for prognosis. VAP causes extra length of stay in hospital and intensive care units and increases hospital cost. Consequently, infection control policies are more rational and will save money.",2006-04-06,"Alp, Emine; Voss, Andreas",Ann Clin Microbiol Antimicrob,,,,document_parses/pdf_json/575e5af469e1a43638c3dac9fdafda882fbe9d7a.json,document_parses/pmc_json/PMC1540438.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1540438/,
62,yxhk1qm3,6bbbd25c11b320bdd509a9c76417ed4045349708,PMC,"Sentinel surveillance for human enterovirus 71 in Sarawak, Malaysia: lessons from the first 7 years",10.1186/1471-2458-6-180,PMC1543637,16827926,cc-by,"BACKGROUND: A major outbreak of human enterovirus 71-associated hand, foot and mouth disease in Sarawak in 1997 marked the beginning of a series of outbreaks in the Asia Pacific region. Some of these outbreaks had unusually high numbers of fatalities and this generated much fear and anxiety in the region. METHODS: We established a sentinel surveillance programme for hand, foot and mouth disease in Sarawak, Malaysia, in March 1998, and the observations of the first 7 years are described here. Virus isolation, serotyping and genotyping were performed on throat, rectal, vesicle and other swabs. RESULTS: During this period Sarawak had two outbreaks of human enterovirus 71, in 2000 and 2003. The predominant strains circulating in the outbreaks of 1997, 2000 and 2003 were all from genogroup B, but the strains isolated during each outbreak were genetically distinct from each other. Human enterovirus 71 outbreaks occurred in a cyclical pattern every three years and Coxsackievirus A16 co-circulated with human enterovirus 71. Although vesicles were most likely to yield an isolate, this sample was not generally available from most cases and obtaining throat swabs was thus found to be the most efficient way to obtain virological information. CONCLUSION: Knowledge of the epidemiology of human enterovirus 71 transmission will allow public health personnel to predict when outbreaks might occur and to plan interventions in an effective manner in order to reduce the burden of disease.",2006-07-07,"Podin, Yuwana; Gias, Edna LM; Ong, Flora; Leong, Yee-Wei; Yee, Siew-Fung; Yusof, Mohd Apandi; Perera, David; Teo, Bibiana; Wee, Thian-Yew; Yao, Sik-Chi; Yao, Sik-King; Kiyu, Andrew; Arif, Mohd Taha; Cardosa, Mary Jane",BMC Public Health,,,,document_parses/pdf_json/6bbbd25c11b320bdd509a9c76417ed4045349708.json,document_parses/pmc_json/PMC1543637.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1543637/,
63,bpnfupzv,,PMC,"26th International Symposium on Intensive Care and Emergency Medicine, 21–24 March 2006, Brussels, Belgium",10.1186/cc4935,PMC1550926,16732901,no-cc,,2006-05-18,"Wurz, Jeannie",Crit Care,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1550926/,
64,j3p1u80n,4c84dbfd01f7b2009ebed54376da8afcbcf1ec64,PMC,Model-Based Design of Growth-Attenuated Viruses,10.1371/journal.pcbi.0020116,PMC1557587,16948530,cc-by,"Live-virus vaccines activate both humoral and cell-mediated immunity, require only a single boosting, and generally provide longer immune protection than killed or subunit vaccines. However, growth of live-virus vaccines must be attenuated to minimize their potential pathogenic effects, and mechanisms of attenuation by conventional serial-transfer viral adaptation are not well-understood. New methods of attenuation based on rational engineering of viral genomes may offer a potentially greater control if one can link defined genetic modifications to changes in virus growth. To begin to establish such links between genotype and growth phenotype, we developed a computer model for the intracellular growth of vesicular stomatitis virus (VSV), a well-studied, nonsegmented, negative-stranded RNA virus. Our model incorporated established regulatory mechanisms of VSV while integrating key wild-type infection steps: hijacking of host resources, transcription, translation, and replication, followed by assembly and release of progeny VSV particles. Generalization of the wild-type model to allow for genome rearrangements matched the experimentally observed attenuation ranking for recombinant VSV strains that altered the genome position of their nucleocapsid gene. Finally, our simulations captured previously reported experimental results showing how altering the positions of other VSV genes has the potential to attenuate the VSV growth while overexpressing the immunogenic VSV surface glycoprotein. Such models will facilitate the engineering of new live-virus vaccines by linking genomic manipulations to controlled changes in virus gene-expression and growth.",2006-09-01,"Lim, Kwang-il; Lang, Tobias; Lam, Vy; Yin, John",PLoS Comput Biol,,,,document_parses/pdf_json/4c84dbfd01f7b2009ebed54376da8afcbcf1ec64.json,document_parses/pmc_json/PMC1557587.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1557587/,
65,5eqdrd52,f4d18f2beafa875cd4e30a9a237a64b9d3110856,PMC,Delivery Systems for the Direct Application of siRNAs to Induce RNA Interference (RNAi) In Vivo,10.1155/jbb/2006/71659,PMC1559929,17057369,no-cc,"RNA interference (RNAi) is a powerful method for specific gene silencing which may also lead to promising novel therapeutic strategies. It is mediated through small interfering RNAs (siRNAs) which sequence-specifically trigger the cleavage and subsequent degradation of their target mRNA. One critical factor is the ability to deliver intact siRNAs into target cells/organs in vivo. This review highlights the mechanism of RNAi and the guidelines for the design of optimal siRNAs. It gives an overview of studies based on the systemic or local application of naked siRNAs or the use of various nonviral siRNA delivery systems. One promising avenue is the the complexation of siRNAs with the polyethylenimine (PEI), which efficiently stabilizes siRNAs and, upon systemic administration, leads to the delivery of the intact siRNAs into different organs. The antitumorigenic effects of PEI/siRNA-mediated in vivo gene-targeting of tumor-relevant proteins like in mouse tumor xenograft models are described.",2006-05-18,"Aigner, Achim",J Biomed Biotechnol,,,,document_parses/pdf_json/f4d18f2beafa875cd4e30a9a237a64b9d3110856.json,document_parses/pmc_json/PMC1559929.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1559929/,
66,p5jtwb3l,,PMC,Electrochemical Molecular Analysis Without Nucleic Acid Amplification,10.1016/j.ymeth.2005.05.008,PMC1564062,16213156,green-oa,"Electrochemical biosensors have revolutionized glucose monitoring but have not yet fulfilled their promise of a low cost, direct detection replacement for genetic amplification tests such as PCR [K. Kerman, M. Kobayashi, E. Tamiya, Recent trends in electro-chemical DNA biosensor technology, Meas. Sci. Technol. 15 (2004) R1-R11; A. Chaubey, B.D. Malhotra, Mediated biosensors. Biosens. Bioelectron. 17 (6-7) (2002) 441-456]. It has been anticipated that the integration of nanoscale chemical structures such as self-assembled monolayers with electrochemical biosensors would increase sensitivity by decreasing inherent system noise. We have designed a novel biosensing approach incorporating such integration and achieved rapid, ultra-low concentration sensitivities without target amplification. Raw samples are mixed with lysis buffer to allow hybridization of nucleic acid targets with anchor and signal probes before immobilizing a signaling enzyme proximate to the biosensor surface. A bias potential is subsequently applied and the secondary byproduct of a cyclic peroxidase reaction measured. Further studies have demonstrated the application of our approach in protein, clinical chemistry, and ionic assays.",2005-09-01,"Gau, Vincent; Ma, Shu-Ching; Wang, Hua; Tsukuda, Joni; Kibler, John; Haake, David A.",Methods,,,,,document_parses/pmc_json/PMC1564062.xml.json,http://europepmc.org/articles/pmc1564062?pdf=render,
